date,open,close,high,low,volume,amount,return,is_extreme,code,name,industry,index_000300_close,index_000001_close,macro_cpi,macro_m2
2020-03-10,22.52660102,22.71001524,23.08518069,22.19312062,33762078.0,918369922.55,0.0007344840579916562,False,002142,宁波银行,银行,4082.7315,2996.7618,4.3,10.1
2020-03-11,22.58496009,22.2598167,22.60163411,22.25147969,17609488.0,472287170.58,-0.02002291587510793,False,002142,宁波银行,银行,4028.4289,2968.5174,4.3,10.1
2020-03-12,22.24314268,21.83462919,22.32651278,21.63454095,24351853.0,638949415.55,-0.01928590688658323,False,002142,宁波银行,银行,3950.9111,2923.4856,4.3,10.1
2020-03-13,20.842525,21.676226,21.69290002,20.74248088,28175585.0,716230875.52,-0.007281120498138532,False,002142,宁波银行,银行,3895.3128,2887.4265,4.3,10.1
2020-03-16,21.40944168,20.68412181,21.5094858,20.6757848,37238340.0,934615613.99,-0.04684974031777242,False,002142,宁波银行,银行,3727.8398,2789.2537,4.3,10.1
2020-03-17,20.60908872,20.40900048,21.05095025,19.95880194,24272223.0,591586305.34,-0.013390340059584411,False,002142,宁波银行,银行,3709.6822,2779.6407,4.3,10.1
2020-03-18,20.58407769,19.40022227,20.70913284,19.35853722,29301088.0,706328391.99,-0.050691480329924904,False,002142,宁波银行,银行,3636.2565,2728.7563,4.3,10.1
2020-03-19,19.0917529,18.61654333,19.66700659,18.32474798,40682995.0,915167687.57,-0.041233911462133954,False,002142,宁波银行,银行,3589.0926,2702.1296,4.3,10.1
2020-03-20,18.88332765,19.23348207,19.70035463,18.69157642,40428040.0,936360882.58,0.032602006333595925,False,002142,宁波银行,银行,3653.2239,2745.6182,4.3,10.1
2020-03-23,18.82496858,18.58319529,19.13343795,18.341422,28001724.0,627883417.39,-0.034394924787884903,False,002142,宁波银行,银行,3530.3058,2660.1674,4.3,10.1
2020-03-24,18.91667569,19.4252333,19.45858134,18.79995755,27555728.0,634787163.32,0.04431521317387738,False,002142,宁波银行,银行,3625.1146,2722.4381,4.3,10.1
2020-03-25,19.96713895,20.2589343,20.38398945,19.85875782,30359187.0,732297772.47,0.04202298977484787,False,002142,宁波银行,银行,3722.5181,2781.5913,4.3,10.1
2020-03-26,20.05050905,20.28394533,20.70913284,19.9254539,19356875.0,471072119.74,0.0012338064489285658,False,002142,宁波银行,银行,3698.0472,2764.9109,4.3,10.1
2020-03-27,20.33396739,20.11720513,20.55072965,20.04217204,16300553.0,397210529.65,-0.008254277158491028,False,002142,宁波银行,银行,3710.0605,2772.2033,4.3,10.1
